t,x
0.333000,-0.293893
0.333125,0.020790
0.333250,-0.378217
0.333375,0.251362
0.333500,0.154508
0.333625,0.049117
0.333750,0.653553
0.333875,0.214188
0.334000,0.475528
0.334125,0.710591
0.334250,0.193844
0.334375,0.674072
0.334500,0.404508
0.334625,0.112592
0.334750,0.526995
0.334875,-0.095409
0.335000,-0.000000
0.335125,0.095409
0.335250,-0.526995
0.335375,-0.112592
0.335500,-0.404508
0.335625,-0.674072
0.335750,-0.193844
0.335875,-0.710591
0.336000,-0.475528
0.336125,-0.214188
0.336250,-0.653553
0.336375,-0.049117
0.336500,-0.154508
0.336625,-0.251362
0.336750,0.378217
0.336875,-0.020790
0.337000,0.293893
0.337125,0.592335
0.337250,0.145503
0.337375,0.698317
0.337500,0.500000
0.337625,0.274053
0.337750,0.745503
0.337875,0.168071
0.338000,0.293893
0.338125,0.403474
0.338250,-0.221783
0.338375,0.172902
0.338500,-0.154508
0.338625,-0.473381
0.338750,-0.053553
0.338875,-0.638452
0.339000,-0.475528
0.339125,-0.286327
0.339250,-0.793844
0.339375,-0.249808
0.339500,-0.404508
0.339625,-0.536856
0.339750,0.073005
0.339875,-0.328855
0.340000,-0.000000
0.340125,0.328855
0.340250,-0.073005
0.340375,0.536856
0.340500,0.404508
0.340625,0.249808
0.340750,0.793844
0.340875,0.286327
0.341000,0.475528
0.341125,0.638452
0.341250,0.053553
0.341375,0.473381
0.341500,0.154508
0.341625,-0.172902
0.341750,0.221783
0.341875,-0.403474
0.342000,-0.293893
0.342125,-0.168071
0.342250,-0.745503
0.342375,-0.274053
0.342500,-0.500000
0.342625,-0.698317
0.342750,-0.145503
0.342875,-0.592335
0.343000,-0.293893
0.343125,0.020790
0.343250,-0.378217
0.343375,0.251362
0.343500,0.154508
0.343625,0.049117
0.343750,0.653553
0.343875,0.214188
0.344000,0.475528
0.344125,0.710591
0.344250,0.193844
0.344375,0.674072
0.344500,0.404508
0.344625,0.112592
0.344750,0.526995
0.344875,-0.095409
0.345000,-0.000000
0.345125,0.095409
0.345250,-0.526995
0.345375,-0.112592
0.345500,-0.404508
0.345625,-0.674072
0.345750,-0.193844
0.345875,-0.710591
0.346000,-0.475528
0.346125,-0.214188
0.346250,-0.653553
0.346375,-0.049117
0.346500,-0.154508
0.346625,-0.251362
0.346750,0.378217
0.346875,-0.020790
0.347000,0.293893
0.347125,0.592335
0.347250,0.145503
0.347375,0.698317
0.347500,0.500000
0.347625,0.274053
0.347750,0.745503
0.347875,0.168071
0.348000,0.293893
0.348125,0.403474
0.348250,-0.221783
0.348375,0.172902
0.348500,-0.154508
0.348625,-0.473381
0.348750,-0.053553
0.348875,-0.638452
0.349000,-0.475528
0.349125,-0.286327
0.349250,-0.793844
0.349375,-0.249808
0.349500,-0.404508
0.349625,-0.536856
0.349750,0.073005
0.349875,-0.328855
0.350000,-0.000000
0.350125,0.328855
0.350250,-0.073005
0.350375,0.536856
0.350500,0.404508
0.350625,0.249808
0.350750,0.793844
0.350875,0.286327
0.351000,0.475528
0.351125,0.638452
0.351250,0.053553
0.351375,0.473381
0.351500,0.154508
0.351625,-0.172902
0.351750,0.221783
0.351875,-0.403474
0.352000,-0.293893
0.352125,-0.168071
0.352250,-0.745503
0.352375,-0.274053
0.352500,-0.500000
0.352625,-0.698317
0.352750,-0.145503
0.352875,-0.592335
0.353000,-0.293893
0.353125,0.020790
0.353250,-0.378217
0.353375,0.251362
0.353500,0.154508
0.353625,0.049117
0.353750,0.653553
0.353875,0.214188
0.354000,0.475528
0.354125,0.710591
0.354250,0.193844
0.354375,0.674072
0.354500,0.404508
0.354625,0.112592
0.354750,0.526995
0.354875,-0.095409
0.355000,-0.000000
0.355125,0.095409
0.355250,-0.526995
0.355375,-0.112592
0.355500,-0.404508
0.355625,-0.674072
0.355750,-0.193844
0.355875,-0.710591
0.356000,-0.475528
0.356125,-0.214188
0.356250,-0.653553
0.356375,-0.049117
0.356500,-0.154508
0.356625,-0.251362
0.356750,0.378217
0.356875,-0.020790
0.357000,0.293893
0.357125,0.592335
0.357250,0.145503
0.357375,0.698317
0.357500,0.500000
0.357625,0.274053
0.357750,0.745503
0.357875,0.168071
0.358000,0.293893
0.358125,0.403474
0.358250,-0.221783
0.358375,0.172902
0.358500,-0.154508
0.358625,-0.473381
0.358750,-0.053553
0.358875,-0.638452
0.359000,-0.475528
0.359125,-0.286327
0.359250,-0.793844
0.359375,-0.249808
0.359500,-0.404508
0.359625,-0.536856
0.359750,0.073005
0.359875,-0.328855
0.360000,-0.000000
0.360125,0.328855
0.360250,-0.073005
0.360375,0.536856
0.360500,0.404508
0.360625,0.249808
0.360750,0.793844
0.360875,0.286327
0.361000,0.475528
0.361125,0.638452
0.361250,0.053553
0.361375,0.473381
0.361500,0.154508
0.361625,-0.172902
0.361750,0.221783
0.361875,-0.403474
0.362000,-0.293893
0.362125,-0.168071
0.362250,-0.745503
0.362375,-0.274053
0.362500,-0.500000
0.362625,-0.698317
0.362750,-0.145503
0.362875,-0.592335
0.363000,-0.293893
0.363125,0.020790
0.363250,-0.378217
0.363375,0.251362
0.363500,0.154508
0.363625,0.049117
0.363750,0.653553
0.363875,0.214188
0.364000,0.475528
0.364125,0.710591
0.364250,0.193844
0.364375,0.674072
0.364500,0.404508
0.364625,0.112592
0.364750,0.526995
0.364875,-0.095409
0.365000,-0.000000
0.365125,0.095409
0.365250,-0.526995
0.365375,-0.112592
0.365500,-0.404508
0.365625,-0.674072
0.365750,-0.193844
0.365875,-0.710591
0.366000,-0.475528
0.366125,-0.214188
0.366250,-0.653553
0.366375,-0.049117
0.366500,-0.154508
0.366625,-0.251362
0.366750,0.378217
0.366875,-0.020790
0.367000,0.293893
0.367125,0.592335
0.367250,0.145503
0.367375,0.698317
0.367500,0.500000
0.367625,0.274053
0.367750,0.745503
0.367875,0.168071
0.368000,0.293893
0.368125,0.403474
0.368250,-0.221783
0.368375,0.172902
0.368500,-0.154508
0.368625,-0.473381
0.368750,-0.053553
0.368875,-0.638452
0.369000,-0.475528
0.369125,-0.286327
0.369250,-0.793844
0.369375,-0.249808
0.369500,-0.404508
0.369625,-0.536856
0.369750,0.073005
0.369875,-0.328855
0.370000,-0.000000
0.370125,0.328855
0.370250,-0.073005
0.370375,0.536856
0.370500,0.404508
0.370625,0.249808
0.370750,0.793844
0.370875,0.286327
0.371000,0.475528
0.371125,0.638452
0.371250,0.053553
0.371375,0.473381
0.371500,0.154508
0.371625,-0.172902
0.371750,0.221783
0.371875,-0.403474
0.372000,-0.293893
0.372125,-0.168071
0.372250,-0.745503
0.372375,-0.274053
0.372500,-0.500000
0.372625,-0.698317
0.372750,-0.145503
0.372875,-0.592335
0.373000,-0.293893
0.373125,0.020790
0.373250,-0.378217
0.373375,0.251362
0.373500,0.154508
0.373625,0.049117
0.373750,0.653553
0.373875,0.214188
0.374000,0.475528
0.374125,0.710591
0.374250,0.193844
0.374375,0.674072
0.374500,0.404508
0.374625,0.112592
0.374750,0.526995
0.374875,-0.095409
